Дата;Открытие;Макс;Мин;Закрытие
14.11.2018;111300;111420;111290;111410
14.11.2018;111390;111460;111380;111420
14.11.2018;111420;111560;111370;111530
14.11.2018;111540;111640;111530;111580
14.11.2018;111590;111700;111520;111630
14.11.2018;111620;111670;111590;111640
14.11.2018;111650;111650;111520;111540
14.11.2018;111530;111630;111530;111590
14.11.2018;111610;111640;111580;111630
14.11.2018;111630;111640;111580;111620
14.11.2018;111600;111640;111600;111640
14.11.2018;111640;111700;111620;111680
14.11.2018;111670;111740;111630;111630
14.11.2018;111630;111720;111600;111680
14.11.2018;111690;111730;111670;111720
14.11.2018;111710;111860;111700;111800
14.11.2018;111810;111830;111770;111790
14.11.2018;111790;111810;111750;111750
14.11.2018;111760;111760;111680;111690
14.11.2018;111700;111780;111700;111770
14.11.2018;111760;111820;111760;111820
14.11.2018;111820;111840;111740;111760
14.11.2018;111770;111800;111710;111710
14.11.2018;111740;111800;111720;111800
14.11.2018;111800;111850;111780;111830
14.11.2018;111840;111920;111820;111860
14.11.2018;111870;111870;111770;111780
14.11.2018;111780;111800;111730;111730
14.11.2018;111730;111790;111720;111770
14.11.2018;111760;111840;111760;111770
14.11.2018;111790;111860;111780;111830
14.11.2018;111840;111880;111820;111880
14.11.2018;111890;111890;111840;111850
14.11.2018;111850;111870;111830;111860
14.11.2018;111860;111890;111780;111780
14.11.2018;111780;111830;111760;111800
14.11.2018;111800;111820;111780;111800
14.11.2018;111820;111820;111790;111810
14.11.2018;111800;111800;111730;111750
14.11.2018;111740;111810;111730;111800
14.11.2018;111790;111790;111720;111740
14.11.2018;111730;111760;111720;111730
14.11.2018;111720;111760;111720;111760
14.11.2018;111770;111790;111740;111750
14.11.2018;111760;111790;111750;111770
14.11.2018;111760;111810;111760;111780
14.11.2018;111790;111800;111750;111760
14.11.2018;111740;111780;111740;111770
14.11.2018;111770;111800;111770;111800
14.11.2018;111790;111800;111780;111790
14.11.2018;111790;111810;111790;111800
14.11.2018;111790;111840;111790;111820
14.11.2018;111830;111850;111820;111850
14.11.2018;111840;111850;111780;111790
14.11.2018;111790;111810;111750;111750
14.11.2018;111760;111860;111740;111820
14.12.2018;112880;112880;112040;112300
14.12.2018;112300;112320;112100;112130
14.12.2018;112120;112200;112000;112200
14.12.2018;112180;112200;112120;112130
14.12.2018;112120;112140;111940;112010
14.12.2018;112020;112020;111930;112000
14.12.2018;112000;112080;111990;112040
14.12.2018;112040;112100;112020;112100
14.12.2018;112090;112090;112050;112080
14.12.2018;112050;112100;112040;112090
14.12.2018;112080;112090;112020;112070
14.12.2018;112060;112120;112030;112110
14.12.2018;112110;112110;112060;112080
14.12.2018;112070;112070;112000;112000
14.12.2018;112000;112010;111960;111970
14.12.2018;111960;112050;111930;112050
14.12.2018;112050;112060;111970;112000
14.12.2018;112000;112060;111990;112060
14.12.2018;112040;112060;111990;112020
14.12.2018;112000;112010;111870;111900
14.12.2018;111910;111960;111860;111910
14.12.2018;111900;111930;111860;111910
14.12.2018;111900;111920;111840;111840
14.12.2018;111840;111860;111780;111840
14.12.2018;111830;111860;111780;111790
14.12.2018;111780;111780;111560;111700
14.12.2018;111710;111740;111680;111700
14.12.2018;111700;111780;111690;111760
14.12.2018;111760;111800;111750;111790
14.12.2018;111790;111790;111730;111760
14.12.2018;111750;111780;111710;111770
14.12.2018;111770;111840;111750;111810
14.12.2018;111810;111820;111760;111780
14.12.2018;111780;111830;111770;111820
14.12.2018;111820;111830;111760;111790
14.12.2018;111790;111790;111670;111710
14.12.2018;111690;111760;111670;111690
14.12.2018;111690;111690;111510;111570
14.12.2018;111580;111690;111580;111660
14.12.2018;111660;111700;111630;111660
14.12.2018;111640;111720;111610;111700
14.12.2018;111700;111700;111650;111670
14.12.2018;111670;111750;111670;111720
14.12.2018;111730;111730;111680;111720
14.12.2018;111720;111730;111690;111700
14.12.2018;111690;111730;111670;111720
14.12.2018;111730;111730;111690;111720
14.12.2018;111720;111780;111720;111750
14.12.2018;111750;111790;111740;111780
14.12.2018;111790;111850;111770;111840
14.12.2018;111840;111840;111750;111760
14.12.2018;111780;111810;111780;111810
14.12.2018;111820;111840;111770;111830
14.12.2018;111830;111850;111820;111840
14.12.2018;111850;111860;111800;111820
14.12.2018;111810;111830;111770;111800
14.12.2018;111800;111840;111790;111810
14.12.2018;111810;111810;111650;111680
14.12.2018;111670;111730;111630;111710
14.12.2018;111690;111720;111610;111640
14.12.2018;111630;111670;111420;111480
14.12.2018;111470;111480;111280;111430
14.12.2018;111420;111520;111400;111510
14.12.2018;111520;111620;111500;111610
14.12.2018;111620;111730;111620;111660
14.12.2018;111660;111700;111600;111650
14.12.2018;111650;111680;111600;111660
14.12.2018;111670;111700;111610;111620
14.12.2018;111630;111700;111620;111690
14.12.2018;111680;111720;111650;111680
14.12.2018;111680;111680;111560;111600
14.12.2018;111600;111600;111450;111460
14.12.2018;111460;111540;111440;111540
14.12.2018;111540;111610;111510;111540
14.12.2018;111530;111670;111510;111600
14.12.2018;111610;111620;111490;111510
14.12.2018;111500;111570;111470;111520
14.12.2018;111510;111520;111420;111480
14.12.2018;111480;111550;111450;111540
14.12.2018;111540;111560;111440;111450
14.12.2018;111450;111540;111430;111540
14.12.2018;111540;111580;111480;111530
14.12.2018;111520;111630;111510;111570
14.12.2018;111560;111600;111550;111570
14.12.2018;111570;111600;111530;111590
14.12.2018;111590;111590;111530;111540
14.12.2018;111540;111560;111510;111530
14.12.2018;111540;111540;111480;111490
14.12.2018;111490;111530;111470;111530
14.12.2018;111530;111550;111470;111490
14.12.2018;111480;111500;111400;111480
14.12.2018;111460;111460;111410;111450
14.12.2018;111450;111510;111430;111480
14.12.2018;111480;111530;111480;111530
14.12.2018;111520;111610;111520;111580
14.12.2018;111570;111570;111490;111550
14.12.2018;111560;111580;111510;111560
14.12.2018;111580;111580;111530;111570
14.12.2018;111570;111570;111460;111500
14.12.2018;111500;111500;111450;111500
14.12.2018;111500;111530;111460;111510
14.12.2018;111520;111590;111500;111580
14.12.2018;111590;111590;111530;111560
14.12.2018;111580;111590;111530;111530
14.12.2018;111540;111580;111510;111550
14.12.2018;111550;111560;111490;111550
14.12.2018;111550;111570;111520;111540
14.12.2018;111540;111630;111530;111620
14.12.2018;111630;111630;111540;111610
14.12.2018;111610;111610;111530;111570
14.12.2018;111570;111570;111510;111550
14.12.2018;111560;111560;111460;111460
14.12.2018;111470;111500;111430;111440
14.12.2018;111450;111490;111340;111480
14.12.2018;111490;111540;111480;111520
14.12.2018;111540;111540;111400;111440
14.12.2018;111440;111440;111350;111400
14.12.2018;111400;111480;111380;111450
14.12.2018;111460;111480;111340;111340
14.12.2018;111350;111350;111220;111230
14.12.2018;111230;111300;111190;111290
14.12.2018;111280;111350;111280;111350
14.12.2018;111340;111440;111320;111400
14.12.2018;111410;111430;111330;111350
14.12.2018;111360;111370;111310;111370
14.12.2018;111360;111420;111350;111380
14.12.2018;111370;111390;111310;111330
14.12.2018;111340;111400;111320;111380
14.12.2018;111380;111430;111350;111430
14.12.2018;111430;111500;111420;111450
14.12.2018;111460;111470;111420;111430
14.12.2018;111450;111470;111440;111460
14.12.2018;111460;111490;111410;111420
14.12.2018;111410;111490;111410;111420
14.12.2018;111430;111510;111430;111490
14.12.2018;111490;111530;111440;111450
14.12.2018;111460;111520;111450;111490
14.12.2018;111490;111530;111460;111470
14.12.2018;111460;111510;111440;111480
14.12.2018;111490;111500;111470;111500
14.12.2018;111490;111490;111430;111440
14.12.2018;111460;111470;111450;111450
14.12.2018;111460;111460;111410;111410
14.12.2018;111410;111460;111410;111410
14.12.2018;111410;111430;111370;111420
14.12.2018;111420;111420;111370;111390
14.12.2018;111400;111410;111360;111370
14.12.2018;111360;111420;111350;111390
14.12.2018;111400;111450;111390;111440
14.12.2018;111440;111450;111400;111430
14.12.2018;111410;111420;111330;111370
14.12.2018;111370;111450;111370;111440
14.12.2018;111440;111510;111430;111510
14.12.2018;111510;111510;111450;111490
14.12.2018;111500;111530;111490;111510
14.12.2018;111510;111510;111460;111480
14.12.2018;111480;111500;111460;111460
14.12.2018;111470;111480;111440;111440
14.12.2018;111450;111530;111440;111460
14.12.2018;111470;111540;111460;111500
14.12.2018;111500;111500;111470;111480
14.12.2018;111480;111510;111470;111480
14.12.2018;111490;111490;111440;111480
14.12.2018;111480;111480;111420;111430
14.12.2018;111430;111430;111360;111420
14.12.2018;111400;111420;111370;111370
14.12.2018;111370;111400;111320;111370
14.12.2018;111350;111370;111290;111290
14.12.2018;111280;111320;111250;111300
14.12.2018;111300;111350;111280;111290
14.12.2018;111290;111340;111280;111340
14.12.2018;111340;111380;111300;111320
14.12.2018;111310;111320;111270;111290
14.12.2018;111300;111310;111180;111260
14.12.2018;111260;111300;111200;111260
14.12.2018;111260;111280;111190;111190
14.12.2018;111190;111250;111160;111240
14.12.2018;111240;111270;111220;111260
14.12.2018;111260;111280;111140;111210
14.12.2018;111210;111230;111170;111210
14.12.2018;111210;111300;111200;111300
14.12.2018;111290;111450;111290;111440
14.12.2018;111440;111560;111430;111510
14.12.2018;111510;111520;111420;111500
14.12.2018;111500;111540;111460;111490
14.12.2018;111490;111510;111450;111490
14.12.2018;111500;111520;111460;111510
14.12.2018;111490;111510;111420;111480
14.12.2018;111480;111480;111430;111470
14.12.2018;111450;111490;111410;111410
14.12.2018;111430;111470;111400;111440
14.12.2018;111430;111460;111380;111400
14.12.2018;111390;111400;111320;111380
14.12.2018;111370;111370;111280;111290
14.12.2018;111280;111330;111280;111290
14.12.2018;111290;111360;111260;111360
14.12.2018;111360;111400;111340;111400
14.12.2018;111390;111400;111330;111330
14.12.2018;111330;111380;111330;111360
14.12.2018;111360;111360;111280;111280
14.12.2018;111290;111370;111280;111360
14.12.2018;111360;111390;111330;111350
14.12.2018;111350;111360;111300;111350
14.12.2018;111340;111370;111320;111330
14.12.2018;111330;111410;111320;111380
14.12.2018;111380;111390;111340;111340
14.12.2018;111360;111380;111330;111360
14.12.2018;111360;111420;111360;111410
14.12.2018;111410;111440;111380;111430
14.12.2018;111440;111480;111420;111480
14.12.2018;111480;111710;111460;111530
14.12.2018;111540;111610;111520;111540
14.12.2018;111530;111540;111340;111360
14.12.2018;111360;111440;111350;111440
14.12.2018;111440;111510;111380;111490
14.12.2018;111470;111520;111440;111480
14.12.2018;111470;111480;111210;111210
14.12.2018;111210;111310;111170;111280
14.12.2018;111280;111360;111260;111350
14.12.2018;111360;111380;111330;111340
14.12.2018;111360;111380;111340;111370
14.12.2018;111370;111440;111370;111430
14.12.2018;111430;111460;111380;111450
14.12.2018;111450;111460;111390;111440
14.12.2018;111410;111490;111410;111450
14.12.2018;111450;111450;111330;111360
14.12.2018;111350;111390;111350;111350
14.12.2018;111340;111370;111300;111320
14.12.2018;111320;111400;111320;111340
14.12.2018;111330;111400;111320;111390
14.12.2018;111390;111480;111340;111430
14.12.2018;111410;111420;111360;111390
14.12.2018;111380;111410;111360;111390
14.12.2018;111400;111460;111400;111450
14.12.2018;111460;111470;111410;111420
14.12.2018;111430;111430;111380;111400
14.12.2018;111390;111430;111390;111430
14.12.2018;111430;111490;111420;111470
14.12.2018;111470;111510;111450;111480
14.12.2018;111470;111490;111430;111480
14.12.2018;111470;111490;111420;111440
14.12.2018;111440;111480;111410;111420
14.12.2018;111430;111440;111420;111440
14.12.2018;111450;111510;111450;111480
14.12.2018;111470;111510;111440;111500
14.12.2018;111500;111680;111490;111650
14.12.2018;111650;111690;111540;111610
14.12.2018;111610;111640;111550;111580
14.12.2018;111590;111590;111550;111580
14.12.2018;111570;111580;111540;111540
14.12.2018;111550;111620;111540;111600
14.12.2018;111610;111650;111610;111640
14.12.2018;111640;111640;111590;111630
14.12.2018;111620;111640;111560;111580
14.12.2018;111580;111590;111530;111540
14.12.2018;111530;111540;111410;111420
14.12.2018;111440;111440;111350;111350
14.12.2018;111350;111400;111330;111400
14.12.2018;111400;111470;111380;111420
14.12.2018;111420;111420;111360;111390
14.12.2018;111390;111410;111340;111400
14.12.2018;111380;111440;111350;111410
14.12.2018;111410;111440;111390;111390
14.12.2018;111410;111440;111380;111410
14.12.2018;111400;111410;111370;111390
14.12.2018;111370;111440;111350;111430
14.12.2018;111430;111470;111380;111390
14.12.2018;111390;111400;111360;111370
14.12.2018;111370;111380;111310;111380
14.12.2018;111370;111390;111330;111330
14.12.2018;111330;111350;111300;111310
14.12.2018;111310;111360;111300;111330
14.12.2018;111330;111350;111310;111350
14.12.2018;111330;111350;111310;111350
14.12.2018;111350;111360;111320;111360
14.12.2018;111360;111360;111280;111300
14.12.2018;111280;111340;111270;111280
14.12.2018;111270;111290;111200;111230
14.12.2018;111230;111240;111110;111130
14.12.2018;111150;111200;111040;111160
14.12.2018;111160;111190;111110;111190
14.12.2018;111190;111300;111170;111270
14.12.2018;111290;111300;111230;111230
14.12.2018;111240;111350;111240;111320
14.12.2018;111320;111320;111250;111260
14.12.2018;111270;111290;111250;111260
14.12.2018;111260;111280;111230;111280
14.12.2018;111280;111320;111250;111320
14.12.2018;111320;111330;111240;111270
14.12.2018;111260;111260;111240;111240
14.12.2018;111240;111240;111160;111230
14.12.2018;111220;111310;111220;111290
14.12.2018;111300;111350;111250;111250
14.12.2018;111260;111290;111220;111290
14.12.2018;111280;111290;111230;111240
14.12.2018;111260;111260;111020;111060
14.12.2018;111060;111110;111000;111080
14.12.2018;111070;111130;111060;111080
14.12.2018;111070;111150;111030;111130
14.12.2018;111130;111130;111090;111090
14.12.2018;111090;111140;111080;111120
14.12.2018;111120;111190;111110;111110
14.12.2018;111120;111170;111110;111170
14.12.2018;111170;111170;111130;111160
14.12.2018;111160;111160;111140;111150
14.12.2018;111150;111200;111120;111200
14.12.2018;111200;111240;111180;111220
14.12.2018;111220;111250;111190;111210
14.12.2018;111200;111220;111160;111180
14.12.2018;111180;111220;111180;111210
14.12.2018;111200;111230;111190;111220
14.12.2018;111230;111240;111180;111200
14.12.2018;111200;111230;111190;111220
14.12.2018;111230;111250;111200;111230
14.12.2018;111230;111270;111230;111250
14.12.2018;111250;111260;111180;111200
14.12.2018;111200;111200;111130;111190
14.12.2018;111190;111190;111120;111160
14.12.2018;111150;111220;111150;111220
14.12.2018;111210;111210;111170;111190
14.12.2018;111180;111210;111150;111170
14.12.2018;111180;111230;111180;111210
14.12.2018;111210;111250;111200;111250
14.12.2018;111250;111280;111230;111250
14.12.2018;111240;111250;111200;111210
14.12.2018;111220;111250;111190;111220
14.12.2018;111220;111260;111210;111210
14.12.2018;111230;111280;111230;111280
14.12.2018;111270;111310;111260;111300
14.12.2018;111300;111330;111270;111330
14.12.2018;111330;111360;111300;111350
14.12.2018;111350;111400;111340;111340
14.12.2018;111340;111350;111310;111330
14.12.2018;111330;111330;111240;111300
14.12.2018;111300;111380;111290;111340
14.12.2018;111350;111380;111320;111340
14.12.2018;111350;111370;111320;111320
14.12.2018;111330;111350;111300;111320
14.12.2018;111320;111360;111300;111350
14.12.2018;111360;111360;111300;111310
14.12.2018;111310;111320;111240;111250
14.12.2018;111240;111270;111210;111210
14.12.2018;111230;111250;111200;111230
14.12.2018;111220;111220;111100;111150
14.12.2018;111160;111220;111140;111200
14.12.2018;111190;111200;111170;111200
14.12.2018;111200;111220;111190;111190
14.12.2018;111200;111230;111170;111200
14.12.2018;111190;111240;111190;111240
14.12.2018;111240;111250;111230;111240
14.12.2018;111230;111230;111160;111170
14.12.2018;111180;111210;111140;111190
14.12.2018;111190;111230;111190;111200
14.12.2018;111190;111200;111150;111200
14.12.2018;111190;111250;111170;111230
14.12.2018;111230;111230;111090;111090
14.12.2018;111090;111130;111060;111090
14.12.2018;111080;111150;111070;111080
14.12.2018;111080;111100;111020;111030
14.12.2018;111030;111100;111010;111080
14.12.2018;111070;111100;111030;111090
14.12.2018;111090;111110;111030;111110
14.12.2018;111100;111170;111100;111120
14.12.2018;111120;111160;111100;111150
14.12.2018;111160;111200;111150;111180
14.12.2018;111190;111240;111160;111230
14.12.2018;111220;111280;111200;111230
14.12.2018;111240;111240;111200;111230
14.12.2018;111230;111260;111200;111240
14.12.2018;111230;111310;111210;111270
14.12.2018;111280;111310;111240;111300
14.12.2018;111300;111330;111270;111290
14.12.2018;111280;111300;111260;111270
14.12.2018;111270;111310;111260;111280
14.12.2018;111280;111300;111270;111290
14.12.2018;111290;111330;111290;111300
14.12.2018;111290;111290;111250;111270
14.12.2018;111270;111270;111230;111250
14.12.2018;111240;111270;111220;111230
14.12.2018;111230;111250;111220;111250
14.12.2018;111250;111280;111230;111260
14.12.2018;111260;111270;111230;111250
14.12.2018;111240;111250;111170;111180
14.12.2018;111180;111220;111180;111210
14.12.2018;111200;111220;111180;111200
14.12.2018;111200;111210;111150;111180
14.12.2018;111180;111250;111100;111170
14.12.2018;111180;111200;111120;111130
14.12.2018;111140;111190;111120;111160
14.12.2018;111160;111270;111150;111210
14.12.2018;111200;111260;111190;111250
14.12.2018;111250;111300;111240;111260
14.12.2018;111260;111280;111230;111260
14.12.2018;111250;111310;111250;111270
14.12.2018;111270;111280;111230;111260
14.12.2018;111250;111270;111230;111250
14.12.2018;111260;111320;111260;111290
14.12.2018;111290;111310;111230;111260
14.12.2018;111260;111320;111240;111300
14.12.2018;111300;111330;111270;111310
14.12.2018;111320;111380;111300;111380
14.12.2018;111380;111380;111300;111300
14.12.2018;111290;111300;111250;111280
14.12.2018;111270;111340;111260;111300
14.12.2018;111290;111330;111270;111330
14.12.2018;111330;111370;111320;111360
14.12.2018;111360;111450;111360;111380
14.12.2018;111380;111430;111380;111430
14.12.2018;111420;111450;111410;111420
14.12.2018;111430;111450;111400;111410
14.12.2018;111400;111420;111380;111400
14.12.2018;111400;111530;111400;111480
14.12.2018;111470;111520;111460;111510
14.12.2018;111520;111590;111520;111540
14.12.2018;111550;111570;111510;111560
14.12.2018;111550;111580;111480;111480
14.12.2018;111480;111510;111430;111450
14.12.2018;111470;111470;111410;111410
14.12.2018;111410;111440;111400;111410
14.12.2018;111410;111440;111360;111400
14.12.2018;111400;111430;111370;111390
14.12.2018;111390;111400;111330;111350
14.12.2018;111350;111410;111350;111380
14.12.2018;111370;111400;111360;111400
14.12.2018;111400;111420;111370;111390
14.12.2018;111390;111430;111390;111420
14.12.2018;111420;111420;111390;111410
14.12.2018;111400;111420;111360;111380
14.12.2018;111380;111420;111380;111420
14.12.2018;111410;111420;111360;111390
14.12.2018;111390;111410;111360;111400
14.12.2018;111410;111430;111370;111420
14.12.2018;111410;111450;111370;111400
14.12.2018;111400;111440;111390;111420
14.12.2018;111420;111520;111410;111480
14.12.2018;111470;111520;111470;111520
14.12.2018;111530;111570;111500;111520
14.12.2018;111530;111550;111480;111520
14.12.2018;111520;111530;111460;111490
14.12.2018;111490;111530;111480;111530
14.12.2018;111520;111540;111500;111520
14.12.2018;111520;111520;111410;111420
14.12.2018;111420;111460;111400;111440
14.12.2018;111450;111450;111400;111430
14.12.2018;111430;111430;111350;111360
14.12.2018;111370;111440;111310;111380
14.12.2018;111380;111400;111310;111350
14.12.2018;111350;111370;111280;111290
14.12.2018;111290;111350;111170;111240
14.12.2018;111240;111240;110900;110910
14.12.2018;110920;110920;110760;110830
14.12.2018;110830;110870;110780;110840
14.12.2018;110840;110840;110740;110750
14.12.2018;110740;110980;110730;110940
14.12.2018;110960;111000;110780;110890
14.12.2018;110890;110950;110790;110940
14.12.2018;110940;111010;110930;111000
14.12.2018;111000;111050;110970;111000
14.12.2018;111000;111010;110930;111000
14.12.2018;111000;111010;110930;110990
14.12.2018;111000;111030;110910;110910
14.12.2018;110930;110950;110890;110950
14.12.2018;110940;111020;110900;111010
14.12.2018;111010;111010;110940;110970
14.12.2018;110970;111000;110960;110980
14.12.2018;110990;110990;110870;110880
14.12.2018;110870;110930;110840;110900
14.12.2018;110910;111000;110910;110990
14.12.2018;110990;111040;110960;110970
14.12.2018;110960;111100;110910;111100
14.12.2018;111100;111120;111010;111060
14.12.2018;111050;111100;110990;111010
14.12.2018;111020;111020;110940;110990
14.12.2018;110980;111080;110960;111080
14.12.2018;111080;111080;110970;110970
14.12.2018;110980;111050;110960;110990
14.12.2018;111010;111210;110990;111140
14.12.2018;111150;111170;111110;111130
14.12.2018;111140;111190;111110;111160
14.12.2018;111150;111160;111090;111150
14.12.2018;111160;111170;111060;111070
14.12.2018;111060;111060;111020;111040
14.12.2018;111030;111040;110960;110980
14.12.2018;110990;111060;110980;111060
14.12.2018;111060;111070;111030;111050
14.12.2018;111060;111080;110940;110960
14.12.2018;110950;111000;110900;110970
14.12.2018;110960;110960;110830;110900
14.12.2018;110900;110940;110820;110880
14.12.2018;110880;110930;110840;110920
14.12.2018;110910;110950;110900;110950
14.12.2018;110950;111110;110940;111060
14.12.2018;111060;111100;111020;111020
14.12.2018;111030;111030;110990;111030
14.12.2018;111020;111090;111010;111090
14.12.2018;111080;111110;111060;111100
14.12.2018;111100;111120;111070;111090
14.12.2018;111080;111140;111050;111110
14.12.2018;111120;111140;111090;111100
14.12.2018;111100;111150;111080;111120
14.12.2018;111120;111150;111100;111120
14.12.2018;111120;111120;111050;111060
14.12.2018;111050;111050;110990;111000
14.12.2018;110990;111050;110970;110990
14.12.2018;110980;111020;110980;111010
14.12.2018;110990;111000;110920;110980
14.12.2018;110980;111000;110940;110980
14.12.2018;110990;111010;110950;110970
14.12.2018;110990;111010;110910;110960
14.12.2018;110960;111000;110940;110950
14.12.2018;110950;111030;110930;111010
14.12.2018;111020;111050;111000;111040
14.12.2018;111040;111080;111030;111060
14.12.2018;111050;111180;111050;111180
14.12.2018;111160;111170;111110;111120
14.12.2018;111130;111190;111120;111170
14.12.2018;111180;111200;111150;111170
14.12.2018;111160;111170;111120;111130
14.12.2018;111120;111140;111110;111110
14.12.2018;111110;111150;111100;111150
14.12.2018;111200;111500;111060;111080
14.12.2018;111070;111090;110940;110980
14.12.2018;110970;111070;110960;111010
14.12.2018;111000;111020;110840;110840
14.12.2018;110840;110890;110840;110880
14.12.2018;110870;110960;110690;110940
14.12.2018;110930;110940;110880;110890
14.12.2018;110890;110960;110870;110940
14.12.2018;110950;110950;110910;110920
14.12.2018;110930;110980;110920;110960
14.12.2018;110970;111030;110950;111000
14.12.2018;110990;111040;110990;111010
14.12.2018;111000;111040;110980;111010
14.12.2018;111010;111010;110970;110970
14.12.2018;110980;110990;110960;110970
14.12.2018;110980;111030;110970;110990
14.12.2018;110990;110990;110950;110960
14.12.2018;110970;110990;110950;110980
14.12.2018;110990;111000;110930;110960
14.12.2018;110940;110980;110860;110880
14.12.2018;110870;110880;110750;110760
14.12.2018;110760;110840;110750;110840
14.12.2018;110820;110890;110800;110870
14.12.2018;110880;110910;110840;110900
14.12.2018;110900;110910;110840;110850
14.12.2018;110840;110910;110810;110830
14.12.2018;110810;110920;110810;110830
14.12.2018;110830;110900;110830;110870
14.12.2018;110880;110900;110870;110880
14.12.2018;110900;110920;110810;110820
14.12.2018;110820;110850;110820;110850
14.12.2018;110850;110850;110810;110830
14.12.2018;110820;110830;110760;110760
14.12.2018;110780;110820;110780;110810
14.12.2018;110810;110840;110790;110830
14.12.2018;110820;110840;110800;110840
14.12.2018;110830;110850;110820;110840
14.12.2018;110830;110920;110830;110890
14.12.2018;110890;110910;110860;110890
14.12.2018;110880;110880;110840;110850
14.12.2018;110840;110850;110770;110800
14.12.2018;110800;110840;110800;110830
14.12.2018;110820;110870;110800;110830
14.12.2018;110830;110850;110820;110850
14.12.2018;110850;110850;110790;110790
14.12.2018;110790;110800;110770;110800
14.12.2018;110790;110810;110670;110700
14.12.2018;110690;110720;110520;110540
14.12.2018;110540;110620;110460;110610
14.12.2018;110610;110670;110590;110640
14.12.2018;110640;110680;110600;110670
14.12.2018;110670;110710;110660;110680
14.12.2018;110690;110720;110660;110670
14.12.2018;110660;110690;110650;110670
14.12.2018;110660;110660;110600;110640
14.12.2018;110640;110760;110640;110730
14.12.2018;110730;110780;110730;110750
14.12.2018;110740;110750;110700;110740
14.12.2018;110740;110760;110660;110740
14.12.2018;110730;110790;110730;110780
14.12.2018;110780;110800;110750;110760
14.12.2018;110760;110790;110760;110770
14.12.2018;110780;110800;110760;110770
14.12.2018;110770;110780;110750;110780
14.12.2018;110790;110800;110750;110750
14.12.2018;110750;110760;110670;110680
14.12.2018;110680;110720;110650;110700
14.12.2018;110690;110720;110660;110700
14.12.2018;110700;110710;110670;110710
14.12.2018;110720;110740;110710;110720
14.12.2018;110710;110730;110700;110700
14.12.2018;110690;110750;110690;110740
14.12.2018;110750;110770;110750;110750
14.12.2018;110760;110780;110730;110770
14.12.2018;110780;110790;110760;110770
14.12.2018;110770;110790;110750;110750
14.12.2018;110760;110790;110750;110790
14.12.2018;110790;110790;110760;110760
14.12.2018;110780;110800;110760;110800
14.12.2018;110800;110800;110750;110780
14.12.2018;110780;110790;110750;110750
14.12.2018;110750;110790;110750;110770
14.12.2018;110760;110770;110750;110760
14.12.2018;110770;110810;110760;110810
14.12.2018;110810;110810;110760;110780
14.12.2018;110770;110850;110760;110810
14.12.2018;110810;110830;110790;110830
14.12.2018;110840;110840;110810;110810
14.12.2018;110810;110830;110790;110790
14.12.2018;110790;110820;110790;110790
14.12.2018;110790;110810;110790;110810
14.12.2018;110800;110820;110790;110820
14.12.2018;110820;110830;110810;110820
14.12.2018;110820;110830;110810;110820
14.12.2018;110810;110810;110770;110790
14.12.2018;110780;110790;110750;110760
14.12.2018;110760;110810;110750;110810
14.12.2018;110800;110810;110800;110800
14.12.2018;110790;110800;110780;110790
14.12.2018;110780;110790;110740;110750
14.12.2018;110750;110750;110690;110700
14.12.2018;110700;110720;110680;110680
14.12.2018;110680;110700;110680;110700
14.12.2018;110680;110700;110670;110690
14.12.2018;110680;110730;110670;110690
14.12.2018;110710;110730;110700;110720
14.12.2018;110710;110750;110700;110750
14.12.2018;110730;110740;110710;110720
14.12.2018;110720;110730;110710;110720
14.12.2018;110720;110760;110720;110740
14.12.2018;110740;110780;110730;110770
14.12.2018;110780;110790;110750;110790
14.12.2018;110790;110800;110740;110750
14.12.2018;110750;110760;110730;110730
14.12.2018;110720;110740;110700;110700
14.12.2018;110710;110750;110680;110680
14.12.2018;110700;110700;110650;110670
14.12.2018;110680;110700;110670;110680
14.12.2018;110700;110700;110670;110680
14.12.2018;110680;110710;110670;110690
14.12.2018;110680;110720;110670;110700
14.12.2018;110700;110740;110690;110730
14.12.2018;110740;110780;110740;110760
14.12.2018;110750;110790;110740;110750
14.12.2018;110760;110770;110760;110760
14.12.2018;110750;110800;110740;110780
14.12.2018;110780;110800;110750;110770
14.12.2018;110770;110790;110750;110790
14.12.2018;110780;110800;110760;110760
14.12.2018;110760;110780;110740;110750
14.12.2018;110770;110800;110750;110780
14.12.2018;110790;110800;110760;110770
14.12.2018;110770;110770;110710;110710
14.12.2018;110720;110730;110690;110720
14.12.2018;110730;110730;110710;110710
14.12.2018;110720;110720;110640;110670
14.12.2018;110680;110700;110660;110690
14.12.2018;110680;110710;110660;110660
14.12.2018;110650;110660;110620;110650
14.12.2018;110650;110660;110630;110650
14.12.2018;110630;110680;110630;110630
14.12.2018;110650;110670;110650;110650
14.12.2018;110650;110690;110650;110680
14.12.2018;110680;110710;110670;110680
14.12.2018;110660;110670;110640;110650
14.12.2018;110630;110680;110630;110650
14.12.2018;110650;110690;110650;110650
14.12.2018;110640;110660;110630;110630
14.12.2018;110650;110670;110640;110650
14.12.2018;110640;110640;110560;110560
14.12.2018;110560;110640;110550;110630
14.12.2018;110620;110650;110620;110630
14.12.2018;110640;110680;110640;110660
14.12.2018;110670;110700;110660;110680
14.12.2018;110690;110700;110670;110680
14.12.2018;110690;110720;110690;110720
14.12.2018;110720;110740;110690;110730
14.12.2018;110730;110740;110720;110730
14.12.2018;110750;110750;110730;110740
